order_id,customer_id,order_date,status,payment_method,shipping_method,order_channel,delivery_date
374,203,2024-12-20,Completed,Bank Transfer,Standard,Mobile App,2024-12-23
375,58,2024-11-10,Completed,Bank Transfer,Standard,Website,2024-11-14
376,215,2024-02-07,Completed,Bank Transfer,Pickup,Website,2024-02-12
377,26,2024-02-09,Completed,Wallet,Standard,Mobile App,2024-02-13
378,226,2024-03-24,Completed,Bank Transfer,Pickup,Website,2024-03-29
379,174,2024-08-11,Completed,Wallet,Express,Website,2024-08-17
380,226,2024-04-13,Completed,Card,Pickup,Website,2024-04-14
381,29,2024-08-16,Completed,Cash on Delivery,Pickup,Mobile App,2024-08-18
382,4,2024-06-18,Cancelled,Cash on Delivery,Pickup,Website,2024-06-22
383,209,2024-03-20,Completed,Cash on Delivery,Express,Mobile App,2024-03-24
384,99,2024-12-23,Returned,Cash on Delivery,Standard,Mobile App,2024-12-25
385,141,2024-12-14,Completed,Wallet,Express,Website,2024-12-18
386,233,2024-05-13,Completed,Wallet,Standard,Website,2024-05-17
387,39,2024-01-30,Completed,Bank Transfer,Pickup,Website,2024-02-04
388,15,2024-10-25,Completed,Wallet,Pickup,Website,2024-10-30
389,119,2024-04-23,Completed,Bank Transfer,Pickup,Mobile App,2024-04-25
390,29,2024-09-07,Completed,Bank Transfer,Pickup,Website,2024-09-08
391,157,2024-12-10,Completed,Cash on Delivery,Pickup,Mobile App,2024-12-16
392,75,2024-01-14,Cancelled,Wallet,Standard,Mobile App,2024-01-20
393,116,2024-02-16,Completed,Wallet,Standard,Mobile App,2024-02-20
394,32,2024-08-11,Cancelled,Bank Transfer,Pickup,Mobile App,2024-08-12
395,130,2024-03-24,Completed,Bank Transfer,Express,Mobile App,2024-03-26
396,175,2024-05-22,Completed,Card,Express,Website,2024-05-24
397,206,2024-01-29,Completed,Card,Pickup,Mobile App,2024-02-03
398,84,2024-10-23,Completed,Bank Transfer,Standard,Mobile App,2024-10-27
399,22,2024-09-18,Completed,Card,Express,Website,2024-09-21
400,203,2024-03-24,Completed,Card,Express,Website,2024-03-26
401,27,2024-05-08,Completed,Bank Transfer,Express,Mobile App,2024-05-12
402,195,2024-12-18,Completed,Bank Transfer,Pickup,Mobile App,2024-12-19
403,81,2024-06-14,Completed,Wallet,Express,Website,2024-06-19
404,126,2024-06-08,Returned,Bank Transfer,Express,Mobile App,2024-06-14
405,236,2024-06-01,Cancelled,Bank Transfer,Express,Website,2024-06-02
406,184,2024-07-10,Completed,Cash on Delivery,Express,Website,2024-07-12
407,92,2024-09-22,Completed,Wallet,Standard,Mobile App,2024-09-24
408,221,2024-02-11,Completed,Wallet,Pickup,Website,2024-02-12
409,21,2024-07-17,Completed,Wallet,Pickup,Mobile App,2024-07-19
410,47,2024-05-31,Returned,Cash on Delivery,Standard,Mobile App,2024-06-04
411,208,2024-04-05,Completed,Bank Transfer,Standard,Mobile App,2024-04-07
412,101,2024-05-20,Completed,Wallet,Pickup,Website,2024-05-25
413,187,2024-04-04,Completed,Wallet,Express,Mobile App,2024-04-08
414,84,2024-01-07,Completed,Card,Express,Website,2024-01-10
415,6,2024-09-06,Completed,Wallet,Pickup,Mobile App,2024-09-08
416,147,2024-11-08,Cancelled,Bank Transfer,Express,Mobile App,2024-11-10
417,185,2024-01-19,Completed,Bank Transfer,Standard,Website,2024-01-24
418,197,2024-09-27,Completed,Card,Express,Mobile App,2024-10-02
419,131,2024-09-12,Returned,Wallet,Express,Mobile App,2024-09-18
420,1,2024-05-27,Completed,Wallet,Express,Website,2024-05-28
421,58,2024-06-22,Completed,Wallet,Pickup,Website,2024-06-23
422,124,2024-05-31,Completed,Cash on Delivery,Standard,Website,2024-06-01
423,166,2024-10-01,Completed,Wallet,Express,Mobile App,2024-10-06
424,15,2024-08-18,Returned,Bank Transfer,Pickup,Website,2024-08-19
425,162,2024-07-06,Completed,Bank Transfer,Express,Website,2024-07-07
426,189,2024-12-01,Cancelled,Cash on Delivery,Standard,Mobile App,2024-12-04
427,163,2024-05-02,Completed,Cash on Delivery,Express,Website,2024-05-03
428,64,2024-08-06,Returned,Wallet,Standard,Mobile App,2024-08-08
429,241,2024-07-23,Completed,Card,Express,Mobile App,2024-07-29
430,25,2024-01-08,Cancelled,Cash on Delivery,Standard,Website,2024-01-13
431,24,2024-09-10,Completed,Cash on Delivery,Express,Mobile App,2024-09-14
432,12,2024-08-14,Returned,Wallet,Standard,Website,2024-08-20
433,18,2024-05-03,Completed,Wallet,Express,Website,2024-05-06
434,15,2024-03-29,Completed,Cash on Delivery,Express,Website,2024-04-03
435,236,2024-09-03,Cancelled,Card,Pickup,Website,2024-09-08
436,208,2024-01-01,Completed,Cash on Delivery,Pickup,Mobile App,2024-01-03
437,27,2024-01-10,Cancelled,Wallet,Standard,Mobile App,2024-01-16
438,72,2024-04-24,Completed,Wallet,Express,Website,2024-04-30
439,60,2024-04-05,Completed,Cash on Delivery,Standard,Website,2024-04-06
440,174,2024-05-13,Completed,Card,Pickup,Mobile App,2024-05-15
441,217,2024-07-03,Completed,Cash on Delivery,Standard,Website,2024-07-04
442,145,2024-08-02,Completed,Cash on Delivery,Standard,Mobile App,2024-08-03
443,93,2024-04-01,Completed,Wallet,Pickup,Website,2024-04-06
444,53,2024-03-27,Completed,Card,Express,Mobile App,2024-04-02
445,8,2024-08-21,Completed,Bank Transfer,Standard,Mobile App,2024-08-22
446,79,2024-07-19,Completed,Card,Pickup,Mobile App,2024-07-22
447,27,2024-01-30,Completed,Cash on Delivery,Express,Website,2024-02-02
448,174,2024-12-16,Completed,Cash on Delivery,Pickup,Website,2024-12-22
449,50,2024-04-04,Completed,Cash on Delivery,Standard,Website,2024-04-07
450,244,2024-03-15,Completed,Card,Express,Website,2024-03-20
451,199,2024-09-01,Returned,Wallet,Express,Website,2024-09-03
452,131,2024-08-06,Cancelled,Cash on Delivery,Pickup,Mobile App,2024-08-10
453,93,2024-01-26,Completed,Cash on Delivery,Pickup,Mobile App,2024-01-27
454,192,2024-02-08,Completed,Card,Pickup,Mobile App,2024-02-12
455,172,2024-02-06,Cancelled,Bank Transfer,Express,Mobile App,2024-02-08
456,181,2024-06-21,Completed,Bank Transfer,Express,Mobile App,2024-06-23
457,24,2024-06-19,Completed,Wallet,Standard,Mobile App,2024-06-24
458,60,2024-03-14,Completed,Wallet,Express,Mobile App,2024-03-17
459,122,2024-09-20,Completed,Cash on Delivery,Standard,Website,2024-09-23
460,131,2024-08-21,Completed,Card,Pickup,Mobile App,2024-08-23
461,148,2024-06-19,Completed,Cash on Delivery,Pickup,Website,2024-06-24
462,46,2024-05-25,Returned,Wallet,Express,Mobile App,2024-05-30
463,15,2024-09-22,Cancelled,Card,Pickup,Mobile App,2024-09-28
464,153,2024-06-15,Completed,Card,Pickup,Website,2024-06-16
465,222,2024-01-17,Completed,Wallet,Express,Mobile App,2024-01-20
466,206,2024-02-04,Cancelled,Bank Transfer,Standard,Website,2024-02-06
467,199,2024-12-15,Completed,Bank Transfer,Express,Mobile App,2024-12-21
468,17,2024-02-21,Completed,Card,Standard,Website,2024-02-25
469,126,2024-08-13,Completed,Cash on Delivery,Express,Mobile App,2024-08-16
470,236,2024-03-07,Returned,Bank Transfer,Express,Website,2024-03-08
471,84,2024-09-26,Completed,Cash on Delivery,Pickup,Website,2024-10-01
472,228,2024-07-30,Cancelled,Bank Transfer,Express,Mobile App,2024-08-01
473,9,2024-04-04,Cancelled,Bank Transfer,Express,Mobile App,2024-04-07
474,166,2024-12-18,Completed,Cash on Delivery,Standard,Website,2024-12-22
475,176,2024-09-21,Completed,Wallet,Pickup,Mobile App,2024-09-22
476,249,2024-02-14,Completed,Bank Transfer,Standard,Website,2024-02-15
477,188,2024-10-01,Completed,Bank Transfer,Standard,Mobile App,2024-10-07
478,63,2024-09-21,Completed,Cash on Delivery,Pickup,Website,2024-09-24
479,214,2024-10-12,Completed,Wallet,Pickup,Mobile App,2024-10-16
480,246,2024-09-22,Completed,Bank Transfer,Pickup,Website,2024-09-23
481,245,2024-02-01,Cancelled,Bank Transfer,Express,Mobile App,2024-02-03
482,117,2024-05-22,Completed,Wallet,Pickup,Website,2024-05-23
483,130,2024-10-20,Completed,Bank Transfer,Pickup,Website,2024-10-24
484,88,2024-12-20,Completed,Wallet,Pickup,Mobile App,2024-12-25
485,72,2024-01-26,Completed,Wallet,Standard,Mobile App,2024-01-31
486,139,2024-06-15,Completed,Cash on Delivery,Standard,Website,2024-06-21
487,64,2024-08-04,Completed,Card,Express,Website,2024-08-07
488,205,2024-01-01,Completed,Wallet,Standard,Website,2024-01-05
489,209,2024-07-01,Completed,Cash on Delivery,Express,Website,2024-07-07
490,72,2024-12-13,Completed,Card,Standard,Mobile App,2024-12-14
491,21,2024-06-24,Completed,Bank Transfer,Pickup,Website,2024-06-25
492,18,2024-05-14,Completed,Card,Standard,Website,2024-05-19
493,222,2024-01-25,Returned,Wallet,Express,Website,2024-01-31
494,64,2024-11-25,Completed,Wallet,Standard,Mobile App,2024-11-30
495,82,2024-02-05,Completed,Wallet,Pickup,Website,2024-02-07
496,110,2024-03-10,Completed,Wallet,Express,Mobile App,2024-03-15
497,239,2024-07-03,Completed,Wallet,Pickup,Mobile App,2024-07-05
498,95,2024-10-01,Completed,Cash on Delivery,Pickup,Mobile App,2024-10-02
499,166,2024-09-12,Completed,Wallet,Express,Mobile App,2024-09-18
500,32,2024-01-25,Completed,Cash on Delivery,Pickup,Mobile App,2024-01-27
501,11,2024-01-02,Completed,Bank Transfer,Pickup,Mobile App,2024-01-08
502,45,2024-04-30,Completed,Wallet,Standard,Mobile App,2024-05-06
503,217,2024-12-22,Completed,Wallet,Pickup,Website,2024-12-24
504,33,2024-05-22,Completed,Card,Pickup,Website,2024-05-25
505,102,2024-11-28,Returned,Bank Transfer,Pickup,Mobile App,2024-12-03
506,169,2024-01-24,Completed,Wallet,Pickup,Website,2024-01-26
507,136,2024-07-09,Completed,Wallet,Express,Website,2024-07-10
508,11,2024-04-21,Completed,Bank Transfer,Standard,Mobile App,2024-04-27
509,214,2024-12-25,Completed,Cash on Delivery,Pickup,Website,2024-12-29
510,179,2024-01-23,Completed,Wallet,Pickup,Mobile App,2024-01-25
511,88,2024-08-22,Completed,Card,Express,Website,2024-08-27
512,41,2024-06-06,Completed,Wallet,Pickup,Mobile App,2024-06-12
513,145,2024-01-10,Completed,Card,Express,Mobile App,2024-01-13
514,76,2024-11-14,Completed,Card,Standard,Website,2024-11-15
515,121,2024-01-02,Completed,Wallet,Standard,Website,2024-01-05
516,46,2024-01-11,Completed,Wallet,Pickup,Mobile App,2024-01-15
517,160,2024-02-20,Completed,Card,Pickup,Mobile App,2024-02-22
518,207,2024-12-01,Completed,Bank Transfer,Pickup,Mobile App,2024-12-07
519,80,2024-03-27,Cancelled,Bank Transfer,Express,Website,2024-03-29
520,54,2024-08-11,Completed,Wallet,Pickup,Website,2024-08-16
521,86,2024-12-06,Completed,Cash on Delivery,Pickup,Website,2024-12-08
522,92,2024-06-08,Completed,Bank Transfer,Standard,Website,2024-06-09
523,148,2024-02-15,Returned,Wallet,Pickup,Mobile App,2024-02-19
524,161,2024-10-30,Completed,Bank Transfer,Standard,Mobile App,2024-11-02
525,202,2024-10-29,Completed,Cash on Delivery,Pickup,Mobile App,2024-11-02
526,168,2024-11-20,Completed,Wallet,Standard,Mobile App,2024-11-26
527,160,2024-10-23,Completed,Cash on Delivery,Pickup,Website,2024-10-25
528,242,2024-11-06,Completed,Wallet,Standard,Mobile App,2024-11-12
529,97,2024-09-12,Completed,Cash on Delivery,Express,Mobile App,2024-09-15
530,2,2024-08-05,Cancelled,Bank Transfer,Standard,Website,2024-08-11
531,225,2024-01-03,Completed,Bank Transfer,Standard,Website,2024-01-08
532,33,2024-10-07,Completed,Cash on Delivery,Standard,Mobile App,2024-10-11
533,233,2024-05-02,Returned,Cash on Delivery,Pickup,Website,2024-05-05
534,205,2024-10-30,Completed,Cash on Delivery,Pickup,Mobile App,2024-11-02
535,158,2024-03-23,Completed,Wallet,Pickup,Website,2024-03-26
536,161,2024-10-11,Completed,Bank Transfer,Express,Website,2024-10-12
537,77,2024-08-27,Completed,Wallet,Express,Mobile App,2024-08-31
538,116,2024-08-01,Completed,Bank Transfer,Standard,Website,2024-08-07
539,154,2024-04-07,Returned,Card,Express,Mobile App,2024-04-10
540,150,2024-05-08,Completed,Wallet,Standard,Website,2024-05-12
541,103,2024-04-05,Completed,Bank Transfer,Standard,Website,2024-04-08
542,194,2024-08-14,Completed,Bank Transfer,Standard,Website,2024-08-19
543,166,2024-03-16,Cancelled,Wallet,Express,Website,2024-03-21
544,103,2024-01-07,Returned,Wallet,Pickup,Website,2024-01-12
545,90,2024-11-08,Cancelled,Bank Transfer,Express,Mobile App,2024-11-10
546,174,2024-02-18,Completed,Wallet,Standard,Website,2024-02-21
547,122,2024-08-24,Completed,Cash on Delivery,Standard,Mobile App,2024-08-26
548,242,2024-11-30,Completed,Wallet,Express,Website,2024-12-04
549,143,2024-01-20,Completed,Wallet,Standard,Mobile App,2024-01-22
550,226,2024-08-09,Completed,Wallet,Standard,Website,2024-08-13
551,106,2024-10-31,Completed,Bank Transfer,Express,Mobile App,2024-11-04
552,119,2024-02-05,Completed,Cash on Delivery,Express,Mobile App,2024-02-09
553,172,2024-11-17,Completed,Card,Express,Website,2024-11-23
554,49,2024-06-17,Completed,Card,Standard,Website,2024-06-19
555,104,2024-05-07,Completed,Cash on Delivery,Standard,Website,2024-05-13
556,203,2024-12-17,Completed,Cash on Delivery,Pickup,Mobile App,2024-12-20
557,61,2024-04-04,Completed,Cash on Delivery,Pickup,Mobile App,2024-04-06
558,195,2024-07-05,Completed,Bank Transfer,Express,Website,2024-07-08
559,123,2024-07-14,Completed,Card,Pickup,Website,2024-07-17
560,134,2024-11-22,Completed,Cash on Delivery,Standard,Mobile App,2024-11-26
561,9,2024-11-25,Completed,Bank Transfer,Pickup,Mobile App,2024-11-27
562,6,2024-04-29,Completed,Card,Standard,Website,2024-05-02
563,73,2024-03-24,Returned,Wallet,Express,Mobile App,2024-03-29
564,103,2024-10-23,Completed,Bank Transfer,Express,Website,2024-10-26
565,223,2024-08-16,Completed,Card,Standard,Website,2024-08-21
566,160,2024-01-21,Completed,Bank Transfer,Pickup,Website,2024-01-23
567,41,2024-01-26,Completed,Card,Express,Mobile App,2024-02-01
568,114,2024-07-19,Completed,Card,Express,Mobile App,2024-07-21
569,204,2024-01-23,Completed,Wallet,Pickup,Mobile App,2024-01-29
570,8,2024-04-20,Returned,Bank Transfer,Pickup,Mobile App,2024-04-26
571,72,2024-01-16,Completed,Cash on Delivery,Standard,Website,2024-01-18
572,178,2024-03-12,Cancelled,Wallet,Pickup,Mobile App,2024-03-15
573,92,2024-04-29,Completed,Wallet,Pickup,Website,2024-04-30
574,62,2024-11-21,Completed,Card,Pickup,Website,2024-11-24
575,84,2024-06-29,Returned,Cash on Delivery,Standard,Website,2024-07-02
576,62,2024-06-12,Completed,Bank Transfer,Standard,Mobile App,2024-06-16
577,111,2024-05-02,Completed,Cash on Delivery,Express,Website,2024-05-06
578,127,2024-04-13,Completed,Cash on Delivery,Standard,Website,2024-04-16
579,7,2024-05-12,Completed,Cash on Delivery,Express,Mobile App,2024-05-17
580,203,2024-04-25,Completed,Cash on Delivery,Pickup,Website,2024-05-01
581,84,2024-06-10,Completed,Cash on Delivery,Express,Mobile App,2024-06-14
582,208,2024-05-08,Completed,Card,Express,Mobile App,2024-05-11
583,132,2024-01-26,Completed,Card,Pickup,Mobile App,2024-01-27
584,134,2024-01-19,Completed,Wallet,Express,Website,2024-01-24
585,58,2024-11-18,Completed,Card,Standard,Mobile App,2024-11-20
586,22,2024-10-05,Completed,Wallet,Standard,Mobile App,2024-10-08
587,154,2024-06-11,Completed,Wallet,Standard,Mobile App,2024-06-14
588,127,2024-12-23,Completed,Bank Transfer,Standard,Mobile App,2024-12-29
589,3,2024-06-07,Completed,Cash on Delivery,Express,Website,2024-06-12
590,127,2024-10-11,Cancelled,Card,Express,Mobile App,2024-10-15
591,41,2024-03-08,Completed,Bank Transfer,Pickup,Website,2024-03-12
592,188,2024-05-04,Completed,Card,Express,Mobile App,2024-05-08
593,106,2024-07-27,Completed,Wallet,Express,Website,2024-07-29
594,14,2024-01-31,Completed,Card,Express,Mobile App,2024-02-05
595,203,2024-09-24,Completed,Cash on Delivery,Pickup,Website,2024-09-29
596,210,2024-04-14,Completed,Wallet,Standard,Mobile App,2024-04-18
597,246,2024-11-25,Completed,Wallet,Express,Website,2024-11-29
598,12,2024-04-07,Completed,Bank Transfer,Pickup,Website,2024-04-13
599,87,2024-07-29,Cancelled,Cash on Delivery,Pickup,Website,2024-07-30
600,12,2024-03-07,Cancelled,Wallet,Pickup,Mobile App,2024-03-08
601,141,2024-07-08,Returned,Cash on Delivery,Standard,Website,2024-07-11
602,25,2024-05-16,Completed,Card,Express,Website,2024-05-19
603,45,2024-09-19,Completed,Cash on Delivery,Pickup,Website,2024-09-24
604,243,2024-05-24,Completed,Wallet,Standard,Website,2024-05-29
605,122,2024-10-03,Completed,Bank Transfer,Pickup,Mobile App,2024-10-05
606,147,2024-07-22,Completed,Wallet,Pickup,Website,2024-07-24
607,55,2024-11-28,Completed,Cash on Delivery,Pickup,Website,2024-11-29
608,238,2024-09-04,Completed,Cash on Delivery,Pickup,Website,2024-09-07
609,100,2024-12-16,Completed,Wallet,Pickup,Mobile App,2024-12-17
610,173,2024-11-05,Completed,Cash on Delivery,Standard,Website,2024-11-06
611,136,2024-03-19,Completed,Card,Express,Website,2024-03-22
612,221,2024-03-31,Completed,Wallet,Express,Website,2024-04-02
613,119,2024-11-26,Cancelled,Bank Transfer,Express,Website,2024-12-02
614,53,2024-09-11,Completed,Wallet,Express,Mobile App,2024-09-17
615,183,2024-02-02,Completed,Card,Standard,Website,2024-02-08
616,32,2024-09-26,Completed,Card,Standard,Website,2024-09-29
617,51,2024-03-14,Completed,Card,Standard,Mobile App,2024-03-18
618,44,2024-12-26,Completed,Card,Pickup,Mobile App,2024-12-30
619,82,2024-04-02,Completed,Card,Pickup,Mobile App,2024-04-06
620,198,2024-10-12,Completed,Bank Transfer,Pickup,Website,2024-10-17
621,146,2024-05-12,Completed,Cash on Delivery,Express,Mobile App,2024-05-14
622,211,2024-09-10,Completed,Card,Pickup,Website,2024-09-12
623,150,2024-04-13,Completed,Card,Express,Mobile App,2024-04-18
624,37,2024-07-18,Completed,Wallet,Pickup,Website,2024-07-19
625,96,2024-10-10,Completed,Bank Transfer,Express,Mobile App,2024-10-16
626,56,2024-12-08,Completed,Bank Transfer,Pickup,Website,2024-12-12
627,105,2024-05-08,Returned,Cash on Delivery,Pickup,Mobile App,2024-05-14
628,59,2024-01-08,Completed,Bank Transfer,Standard,Website,2024-01-12
629,131,2024-06-23,Completed,Wallet,Pickup,Website,2024-06-29
630,156,2024-04-25,Completed,Wallet,Pickup,Website,2024-04-26
631,202,2024-05-06,Completed,Cash on Delivery,Standard,Website,2024-05-12
632,243,2024-05-25,Completed,Wallet,Express,Website,2024-05-31
633,35,2024-09-14,Completed,Card,Standard,Website,2024-09-17
634,189,2024-01-01,Returned,Card,Standard,Website,2024-01-07
635,93,2024-04-01,Completed,Wallet,Express,Website,2024-04-04
636,182,2024-02-20,Completed,Cash on Delivery,Pickup,Mobile App,2024-02-22
637,191,2024-04-07,Completed,Bank Transfer,Express,Website,2024-04-12
638,207,2024-06-22,Completed,Cash on Delivery,Pickup,Website,2024-06-28
639,97,2024-06-16,Completed,Bank Transfer,Pickup,Mobile App,2024-06-18
640,135,2024-11-26,Completed,Wallet,Express,Website,2024-11-29
641,76,2024-01-22,Completed,Wallet,Standard,Mobile App,2024-01-28
642,49,2024-07-29,Completed,Card,Express,Website,2024-08-04
643,94,2024-01-13,Completed,Bank Transfer,Pickup,Mobile App,2024-01-14
644,213,2024-11-16,Returned,Cash on Delivery,Express,Mobile App,2024-11-18
645,159,2024-01-03,Completed,Wallet,Express,Website,2024-01-07
646,186,2024-11-20,Returned,Cash on Delivery,Pickup,Mobile App,2024-11-24
647,189,2024-04-06,Completed,Card,Standard,Website,2024-04-07
648,24,2024-10-04,Cancelled,Bank Transfer,Express,Website,2024-10-07
649,148,2024-11-27,Completed,Bank Transfer,Pickup,Website,2024-12-01
650,37,2024-04-20,Cancelled,Wallet,Pickup,Website,2024-04-24
651,4,2024-05-10,Returned,Bank Transfer,Express,Mobile App,2024-05-15
652,220,2024-01-14,Completed,Wallet,Standard,Website,2024-01-16
653,108,2024-04-30,Returned,Card,Express,Mobile App,2024-05-03
654,126,2024-05-19,Completed,Bank Transfer,Standard,Mobile App,2024-05-25
655,20,2024-06-03,Completed,Wallet,Standard,Website,2024-06-05
656,188,2024-03-24,Completed,Cash on Delivery,Standard,Website,2024-03-27
657,152,2024-11-01,Completed,Wallet,Standard,Website,2024-11-05
658,50,2024-10-25,Completed,Bank Transfer,Express,Website,2024-10-30
659,177,2024-03-23,Completed,Card,Pickup,Mobile App,2024-03-25
660,179,2024-12-02,Completed,Bank Transfer,Pickup,Website,2024-12-06
661,96,2024-06-22,Completed,Bank Transfer,Pickup,Mobile App,2024-06-25
662,105,2024-12-21,Cancelled,Wallet,Pickup,Website,2024-12-23
663,164,2024-11-20,Completed,Cash on Delivery,Pickup,Website,2024-11-26
664,250,2024-01-12,Completed,Bank Transfer,Pickup,Website,2024-01-14
665,117,2024-03-14,Completed,Cash on Delivery,Express,Website,2024-03-18
666,98,2024-03-07,Completed,Wallet,Standard,Mobile App,2024-03-09
667,228,2024-01-04,Completed,Cash on Delivery,Pickup,Mobile App,2024-01-10
668,66,2024-05-21,Completed,Wallet,Express,Website,2024-05-26
669,79,2024-05-29,Completed,Card,Pickup,Mobile App,2024-06-03
670,162,2024-10-01,Returned,Cash on Delivery,Pickup,Mobile App,2024-10-05
671,164,2024-12-14,Completed,Cash on Delivery,Standard,Website,2024-12-17
672,6,2024-12-03,Completed,Card,Standard,Website,2024-12-07
673,39,2024-02-27,Completed,Cash on Delivery,Standard,Mobile App,2024-03-03
674,170,2024-06-20,Completed,Card,Pickup,Mobile App,2024-06-21
675,243,2024-07-31,Completed,Bank Transfer,Pickup,Mobile App,2024-08-01
676,115,2024-09-28,Completed,Wallet,Pickup,Mobile App,2024-09-30
677,186,2024-05-28,Completed,Card,Standard,Website,2024-06-03
678,246,2024-09-03,Completed,Cash on Delivery,Express,Website,2024-09-05
679,125,2024-04-20,Returned,Card,Pickup,Mobile App,2024-04-21
680,12,2024-08-28,Cancelled,Cash on Delivery,Pickup,Website,2024-09-02
681,131,2024-09-06,Completed,Bank Transfer,Pickup,Mobile App,2024-09-08
682,237,2024-06-16,Completed,Card,Express,Mobile App,2024-06-20
683,18,2024-09-20,Completed,Bank Transfer,Pickup,Website,2024-09-26
684,40,2024-12-10,Completed,Wallet,Express,Mobile App,2024-12-14
685,21,2024-06-26,Completed,Cash on Delivery,Pickup,Mobile App,2024-07-02
686,143,2024-07-25,Completed,Cash on Delivery,Express,Website,2024-07-30
687,225,2024-02-20,Completed,Bank Transfer,Pickup,Website,2024-02-22
688,99,2024-07-02,Completed,Wallet,Standard,Mobile App,2024-07-08
689,26,2024-10-26,Completed,Card,Standard,Mobile App,2024-10-30
690,8,2024-09-14,Returned,Card,Standard,Website,2024-09-16
691,100,2024-05-24,Returned,Cash on Delivery,Standard,Mobile App,2024-05-26
692,240,2024-08-16,Completed,Bank Transfer,Pickup,Mobile App,2024-08-20
693,222,2024-12-28,Completed,Bank Transfer,Standard,Website,2024-12-29
694,87,2024-12-04,Cancelled,Card,Express,Website,2024-12-10
695,42,2024-09-13,Completed,Wallet,Standard,Website,2024-09-17
696,172,2024-07-12,Completed,Wallet,Standard,Website,2024-07-17
697,14,2024-08-30,Completed,Card,Standard,Website,2024-09-02
698,78,2024-08-26,Completed,Card,Pickup,Website,2024-08-30
699,2,2024-02-01,Completed,Bank Transfer,Standard,Mobile App,2024-02-03
700,119,2024-03-26,Cancelled,Wallet,Express,Mobile App,2024-03-28
701,37,2024-03-13,Returned,Card,Standard,Website,2024-03-17
702,69,2024-01-13,Completed,Card,Standard,Website,2024-01-16
703,166,2024-01-11,Completed,Cash on Delivery,Standard,Mobile App,2024-01-15
704,237,2024-04-23,Returned,Card,Express,Mobile App,2024-04-26
705,41,2024-11-01,Completed,Card,Standard,Mobile App,2024-11-04
706,62,2024-03-08,Cancelled,Wallet,Express,Website,2024-03-13
707,246,2024-02-14,Completed,Bank Transfer,Express,Website,2024-02-20
708,60,2024-11-27,Completed,Wallet,Standard,Mobile App,2024-11-29
709,125,2024-02-02,Completed,Bank Transfer,Express,Website,2024-02-04
710,111,2024-06-09,Completed,Cash on Delivery,Pickup,Website,2024-06-12
711,14,2024-04-05,Completed,Card,Standard,Website,2024-04-07
712,248,2024-11-20,Completed,Cash on Delivery,Standard,Mobile App,2024-11-21
713,231,2024-03-08,Completed,Bank Transfer,Express,Mobile App,2024-03-11
714,217,2024-11-25,Completed,Wallet,Express,Website,2024-11-27
715,84,2024-09-30,Completed,Wallet,Standard,Website,2024-10-01
716,130,2024-02-23,Cancelled,Cash on Delivery,Pickup,Website,2024-02-28
717,231,2024-11-24,Returned,Bank Transfer,Express,Website,2024-11-26
718,70,2024-10-14,Completed,Cash on Delivery,Express,Website,2024-10-15
719,145,2024-01-11,Cancelled,Cash on Delivery,Pickup,Mobile App,2024-01-15
720,123,2024-01-27,Completed,Card,Pickup,Website,2024-02-02
721,89,2024-05-18,Completed,Cash on Delivery,Standard,Website,2024-05-22
722,249,2024-07-13,Returned,Card,Pickup,Website,2024-07-14
723,28,2024-12-14,Completed,Card,Standard,Mobile App,2024-12-17
724,66,2024-08-27,Completed,Wallet,Pickup,Mobile App,2024-08-30
725,163,2024-04-07,Cancelled,Card,Express,Website,2024-04-09
726,229,2024-03-19,Completed,Card,Standard,Mobile App,2024-03-23
727,5,2024-02-13,Cancelled,Wallet,Standard,Mobile App,2024-02-16
728,193,2024-04-09,Cancelled,Cash on Delivery,Standard,Mobile App,2024-04-12
729,168,2024-10-18,Completed,Bank Transfer,Pickup,Mobile App,2024-10-22
730,204,2024-07-01,Cancelled,Bank Transfer,Express,Mobile App,2024-07-06
731,184,2024-05-05,Completed,Bank Transfer,Standard,Mobile App,2024-05-08
732,164,2024-02-28,Completed,Cash on Delivery,Standard,Website,2024-03-05
733,45,2024-08-27,Completed,Card,Standard,Mobile App,2024-08-28
734,151,2024-05-13,Returned,Bank Transfer,Standard,Mobile App,2024-05-15
735,47,2024-02-20,Completed,Cash on Delivery,Express,Website,2024-02-23
736,31,2024-09-18,Completed,Card,Pickup,Website,2024-09-24
737,139,2024-05-28,Completed,Wallet,Express,Website,2024-06-03
738,10,2024-07-18,Completed,Bank Transfer,Standard,Website,2024-07-21
739,195,2024-10-20,Completed,Card,Express,Mobile App,2024-10-25
740,118,2024-11-20,Completed,Bank Transfer,Standard,Mobile App,2024-11-21
741,14,2024-09-19,Completed,Bank Transfer,Pickup,Mobile App,2024-09-21
742,80,2024-05-11,Completed,Bank Transfer,Pickup,Mobile App,2024-05-14
743,202,2024-02-18,Cancelled,Card,Pickup,Website,2024-02-20
744,93,2024-12-18,Completed,Cash on Delivery,Standard,Mobile App,2024-12-22
745,10,2024-02-28,Completed,Card,Express,Mobile App,2024-03-05
746,76,2024-03-28,Returned,Bank Transfer,Pickup,Website,2024-04-03
747,94,2024-06-21,Completed,Card,Standard,Mobile App,2024-06-24
748,105,2024-03-31,Returned,Wallet,Standard,Mobile App,2024-04-03
749,1,2024-12-20,Completed,Cash on Delivery,Express,Mobile App,2024-12-24
750,133,2024-10-24,Cancelled,Card,Pickup,Mobile App,2024-10-29
